exp_ID,sim file,crop file,site file,climate file,species params,cv params,crop ID (as in crop.json)
1,sim_Braunschweig.json,crop_Braunschweig.json,site_Braunschweig.json,col-376.csv,clover-grass-ley.json,.json,CLV
2,sim_Braunschweig.json,crop_Braunschweig.json,site_Braunschweig.json,col-387.csv,clover-grass-ley.json,.json,CLV
