exp_id,rule,expected,simulated
1,rule_02,0,0
1,rule_02,0,0
1,rule_02,0,0
1,rule_02,0,0
1,rule_02,0,0
1,rule_01,0,0
1,rule_01,0,0
1,rule_01,0,0
1,rule_01,0,0
2,rule_02,0,0
2,rule_02,0,0
2,rule_02,0,0
2,rule_02,0,0
2,rule_02,0,1
2,rule_01,0,0
2,rule_01,0,0
2,rule_01,0,0
2,rule_01,0,0
